pulled_at,series_ticker,race,expiration_date,total_volume_usd,total_open_interest_usd,named_candidates,candidate_1,bid_1,ask_1,mid_1,vol_1_usd,oi_1_usd,candidate_2,bid_2,ask_2,mid_2,vol_2_usd,oi_2_usd,candidate_3,bid_3,ask_3,mid_3,vol_3_usd,oi_3_usd,candidate_4,bid_4,ask_4,mid_4,vol_4_usd,oi_4_usd,candidate_5,bid_5,ask_5,mid_5,vol_5_usd,oi_5_usd,candidate_6,bid_6,ask_6,mid_6,vol_6_usd,oi_6_usd,candidate_7,bid_7,ask_7,mid_7,vol_7_usd,oi_7_usd,candidate_8,bid_8,ask_8,mid_8,vol_8_usd,oi_8_usd,candidate_9,bid_9,ask_9,mid_9,vol_9_usd,oi_9_usd,candidate_10,bid_10,ask_10,mid_10,vol_10_usd,oi_10_usd,candidate_11,bid_11,ask_11,mid_11,vol_11_usd,oi_11_usd,candidate_12,bid_12,ask_12,mid_12,vol_12_usd,oi_12_usd,candidate_13,bid_13,ask_13,mid_13,vol_13_usd,oi_13_usd,candidate_14,bid_14,ask_14,mid_14,vol_14_usd,oi_14_usd,candidate_15,bid_15,ask_15,mid_15,vol_15_usd,oi_15_usd,candidate_16,bid_16,ask_16,mid_16,vol_16_usd,oi_16_usd,candidate_17,bid_17,ask_17,mid_17,vol_17_usd,oi_17_usd,candidate_18,bid_18,ask_18,mid_18,vol_18_usd,oi_18_usd
2026-07-28T13:28:00Z,KXSENATEMID,Michigan Senate — Dem Primary,2026-11-03T15:00:00Z,4039220.56,2019100.59,9,Abdul El-Sayed,0.730,0.750,0.740,1865930.14,885661.51,Haley Stevens,0.270,0.280,0.275,1790378.02,935378.62,Rashida Tlaib,0.000,0.001,0.001,3539.05,3537.05,Matt Sahr,0.000,0.001,0.001,1631.27,1631.27,Kristen McDonald Rivet,0.000,0.001,0.001,3643.47,3641.37,Dana Nessel,0.000,0.001,0.001,5125.41,4924.41,Andy Levin,0.000,0.001,0.001,4197.7,4197.7,Sarah Anthony,0.000,0.001,0.001,2788.5,2788.5,Mallory McMorrow,0.000,0.001,0.001,361987.0,177340.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXGOVMINOMR,Michigan Governor — Rep Primary,2026-11-03T15:00:00Z,688305.55,453767.52,15,John James,0.903,0.925,0.914,348226.64,222840.92,Perry Johnson,0.079,0.083,0.081,260654.13,180560.5,Aric Nesbitt,0.000,0.007,0.004,23931.94,10300.67,Mike Cox,0.000,0.005,0.003,40794.84,25992.43,Kevin Rinke,0.000,0.004,0.002,1626.0,1513.0,Garrett Soldano,0.000,0.004,0.002,1004.0,1002.0,Tom Leonard,0.000,0.004,0.002,1143.0,1042.0,Tudor Dixon,0.000,0.004,0.002,2260.0,2160.0,Peter Meijer,0.000,0.004,0.002,1044.0,1042.0,Pete Hoekstra,0.000,0.004,0.002,1004.0,1002.0,Lisa McClain,0.000,0.004,0.002,1004.0,1002.0,Jonathan Lindsey,0.000,0.004,0.002,1009.0,1002.0,Dick DeVos,0.000,0.004,0.002,1004.0,1002.0,Candice Miller,0.000,0.004,0.002,1094.0,1002.0,Mike Rogers,0.000,0.003,0.002,2506.0,2304.0,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXGOVMINOMD,Michigan Governor — Dem Primary,2026-11-03T15:00:00Z,68178.25,40419.49,9,Jocelyn Benson,0.987,0.995,0.991,28413.36,13610.58,Chris Swanson,0.003,0.012,0.007,22577.0,17539.3,Mark Hackel,0.001,0.010,0.005,2434.45,1536.45,Garlin Gilchrist,0.001,0.010,0.005,6229.46,1877.18,Joe Tate,0.001,0.009,0.005,582.4,582.4,Dan Kildee,0.001,0.009,0.005,479.0,479.0,Winnie Brinks,0.001,0.009,0.005,479.0,479.0,Mallory McMorrow,0.001,0.009,0.005,1171.45,953.45,Pete Buttigieg,0.000,0.009,0.004,5812.13,3362.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI01 House — General,2027-11-03T15:00:00Z,17267.85,3737.54,2,Republican party,0.890,0.911,0.900,9854.39,1431.65,Democratic party,0.082,0.120,0.101,7413.46,2305.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,HOUSEMI10,Michigan MI-10 House — General,2027-11-03T15:00:00Z,15487.29,6715.61,2,Democratic party,0.610,0.650,0.630,9294.33,4596.65,Republican party,0.350,0.400,0.375,6192.96,2118.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI02 House — General,2027-11-03T15:00:00Z,8545.13,3827.0,2,Republican party,0.965,0.980,0.973,5964.0,2797.0,Democratic party,0.004,0.035,0.019,2581.13,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI09 House — General,2027-11-03T15:00:00Z,5723.42,1534.26,2,Republican party,0.934,0.966,0.950,4783.3,968.14,Democratic party,0.035,0.065,0.050,940.12,566.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXSENATEMIR,Michigan Senate — Rep Primary,2026-11-03T15:00:00Z,5109.77,3833.71,5,Mike Rogers,0.990,0.999,0.995,4370.11,3172.05,Bernadette Smith,0.000,0.015,0.007,533.28,455.28,Kent Benham,0.000,0.010,0.005,162.35,162.35,Genevieve Scott,0.000,0.009,0.004,2.0,2.0,Frederick Heurtebise,0.000,0.009,0.004,42.03,42.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI05 House — General,2027-11-03T15:00:00Z,2853.25,1490.25,2,Republican party,0.915,0.945,0.930,1463.0,602.0,Democratic party,0.073,0.085,0.079,1390.25,888.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI06 House — General,2027-11-03T15:00:00Z,788.0,774.0,2,Democratic party,0.967,0.990,0.979,679.0,665.0,Republican party,0.005,0.035,0.020,109.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI12 House — General,2027-11-03T15:00:00Z,626.0,622.0,2,Democratic party,0.967,0.990,0.979,259.0,255.0,Republican party,0.005,0.035,0.020,367.0,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI13 House — General,2027-11-03T15:00:00Z,533.0,481.0,2,Democratic party,0.967,0.990,0.979,386.0,334.0,Republican party,0.005,0.035,0.020,147.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T13:28:00Z,KXHOUSERACE,Michigan MI11 House — General,2027-11-03T15:00:00Z,515.0,507.0,2,Democratic party,0.967,0.990,0.979,513.0,505.0,Republican party,0.005,0.035,0.020,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
