pulled_at,series_ticker,race,expiration_date,total_volume_usd,total_open_interest_usd,named_candidates,candidate_1,bid_1,ask_1,mid_1,vol_1_usd,oi_1_usd,candidate_2,bid_2,ask_2,mid_2,vol_2_usd,oi_2_usd,candidate_3,bid_3,ask_3,mid_3,vol_3_usd,oi_3_usd,candidate_4,bid_4,ask_4,mid_4,vol_4_usd,oi_4_usd,candidate_5,bid_5,ask_5,mid_5,vol_5_usd,oi_5_usd,candidate_6,bid_6,ask_6,mid_6,vol_6_usd,oi_6_usd,candidate_7,bid_7,ask_7,mid_7,vol_7_usd,oi_7_usd,candidate_8,bid_8,ask_8,mid_8,vol_8_usd,oi_8_usd,candidate_9,bid_9,ask_9,mid_9,vol_9_usd,oi_9_usd,candidate_10,bid_10,ask_10,mid_10,vol_10_usd,oi_10_usd,candidate_11,bid_11,ask_11,mid_11,vol_11_usd,oi_11_usd,candidate_12,bid_12,ask_12,mid_12,vol_12_usd,oi_12_usd,candidate_13,bid_13,ask_13,mid_13,vol_13_usd,oi_13_usd,candidate_14,bid_14,ask_14,mid_14,vol_14_usd,oi_14_usd,candidate_15,bid_15,ask_15,mid_15,vol_15_usd,oi_15_usd,candidate_16,bid_16,ask_16,mid_16,vol_16_usd,oi_16_usd,candidate_17,bid_17,ask_17,mid_17,vol_17_usd,oi_17_usd,candidate_18,bid_18,ask_18,mid_18,vol_18_usd,oi_18_usd
2026-08-04T13:44:14Z,KXSENATEMID,Michigan Senate — Dem Primary,2026-11-03T15:00:00Z,9646851.5,5771699.2,9,Abdul El-Sayed,0.977,0.978,0.978,3900557.46,2014033.12,Haley Stevens,0.023,0.024,0.024,5235392.84,3447801.36,Rashida Tlaib,0.000,0.001,0.001,5799.05,5797.05,Matt Sahr,0.000,0.001,0.001,1724.76,1724.76,Kristen McDonald Rivet,0.000,0.001,0.001,4193.47,4191.37,Dana Nessel,0.000,0.001,0.001,8258.41,8057.41,Andy Levin,0.000,0.001,0.001,5252.69,5252.69,Sarah Anthony,0.000,0.001,0.001,2788.5,2788.5,Mallory McMorrow,0.000,0.001,0.001,482884.32,282052.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXGOVMINOMR,Michigan Governor — Rep Primary,2026-11-03T15:00:00Z,1124820.71,799638.6,15,John James,0.953,0.985,0.969,536828.64,367518.99,Perry Johnson,0.021,0.026,0.024,502162.08,375351.63,Aric Nesbitt,0.000,0.006,0.003,24575.3,10940.7,Garrett Soldano,0.000,0.003,0.002,1004.0,1002.0,Tom Leonard,0.000,0.003,0.002,1143.0,1042.0,Peter Meijer,0.000,0.003,0.002,1044.0,1042.0,Pete Hoekstra,0.000,0.003,0.002,1004.0,1002.0,Lisa McClain,0.000,0.003,0.002,1004.0,1002.0,Dick DeVos,0.000,0.003,0.002,1355.0,1353.0,Candice Miller,0.000,0.003,0.002,1834.0,1742.0,Kevin Rinke,0.000,0.002,0.001,1626.0,1513.0,Tudor Dixon,0.000,0.002,0.001,2260.0,2160.0,Mike Cox,0.000,0.002,0.001,40794.84,25992.43,Jonathan Lindsey,0.000,0.002,0.001,1009.0,1002.0,Mike Rogers,0.000,0.001,0.001,7176.85,6974.85,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXGOVMINOMD,Michigan Governor — Dem Primary,2026-11-03T15:00:00Z,107764.54,77241.93,9,Jocelyn Benson,0.998,1.000,0.999,37593.36,21328.58,Mark Hackel,0.000,0.004,0.002,2993.45,2095.45,Joe Tate,0.000,0.004,0.002,1141.4,1141.4,Winnie Brinks,0.000,0.004,0.002,1038.0,1038.0,Mallory McMorrow,0.000,0.004,0.002,1608.45,1390.45,Garlin Gilchrist,0.000,0.004,0.002,6752.32,2400.04,Dan Kildee,0.000,0.003,0.002,1153.75,1153.75,Chris Swanson,0.000,0.003,0.002,49671.68,43332.13,Pete Buttigieg,0.000,0.002,0.001,5812.13,3362.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI01 House — General,2027-11-03T15:00:00Z,17782.85,3943.54,2,Republican party,0.870,0.901,0.885,10313.39,1638.65,Democratic party,0.098,0.130,0.114,7469.46,2304.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,HOUSEMI10,Michigan MI-10 House — General,2027-11-03T15:00:00Z,15594.09,6822.41,2,Democratic party,0.650,0.690,0.670,9308.33,4610.65,Republican party,0.350,0.360,0.355,6285.76,2211.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXSENATEMIR,Michigan Senate — Rep Primary,2026-11-03T15:00:00Z,10308.62,8972.47,5,Mike Rogers,0.998,0.999,0.999,4822.22,3614.07,Kent Benham,0.000,0.007,0.004,1710.05,1685.05,Genevieve Scott,0.000,0.006,0.003,1246.95,1221.95,Bernadette Smith,0.000,0.004,0.002,2487.37,2409.37,Frederick Heurtebise,0.000,0.003,0.002,42.03,42.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI02 House — General,2027-11-03T15:00:00Z,8545.13,3827.0,2,Republican party,0.965,0.980,0.973,5964.0,2797.0,Democratic party,0.004,0.036,0.020,2581.13,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI09 House — General,2027-11-03T15:00:00Z,5723.42,1534.26,2,Republican party,0.934,0.966,0.950,4783.3,968.14,Democratic party,0.035,0.065,0.050,940.12,566.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI05 House — General,2027-11-03T15:00:00Z,2853.25,1490.25,2,Republican party,0.915,0.945,0.930,1463.0,602.0,Democratic party,0.073,0.085,0.079,1390.25,888.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI11 House — General,2027-11-03T15:00:00Z,2207.82,862.82,2,Democratic party,0.936,0.966,0.951,1067.0,50.0,Republican party,0.034,0.064,0.049,1140.82,812.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI06 House — General,2027-11-03T15:00:00Z,788.0,774.0,2,Democratic party,0.967,0.990,0.979,679.0,665.0,Republican party,0.005,0.035,0.020,109.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI12 House — General,2027-11-03T15:00:00Z,626.0,622.0,2,Democratic party,0.967,0.990,0.979,259.0,255.0,Republican party,0.005,0.035,0.020,367.0,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04T13:44:14Z,KXHOUSERACE,Michigan MI13 House — General,2027-11-03T15:00:00Z,538.0,486.0,2,Democratic party,0.967,0.990,0.979,391.0,339.0,Republican party,0.005,0.035,0.020,147.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
