pulled_at,event_id,event_title,event_slug,event_end_date,event_closed,total_market_volume_usd,event_volume_usd,event_liquidity_usd,event_open_interest_usd,named_candidates,placeholder_slots,candidate_1,prob_1,vol_1_usd,candidate_2,prob_2,vol_2_usd,candidate_3,prob_3,vol_3_usd,candidate_4,prob_4,vol_4_usd,candidate_5,prob_5,vol_5_usd,candidate_6,prob_6,vol_6_usd,candidate_7,prob_7,vol_7_usd,candidate_8,prob_8,vol_8_usd,candidate_9,prob_9,vol_9_usd,candidate_10,prob_10,vol_10_usd,candidate_11,prob_11,vol_11_usd,candidate_12,prob_12,vol_12_usd,candidate_13,prob_13,vol_13_usd,candidate_14,prob_14,vol_14_usd,candidate_15,prob_15,vol_15_usd,candidate_16,prob_16,vol_16_usd,candidate_17,prob_17,vol_17_usd,candidate_18,prob_18,vol_18_usd,candidate_19,prob_19,vol_19_usd,candidate_20,prob_20,vol_20_usd,candidate_21,prob_21,vol_21_usd,candidate_22,prob_22,vol_22_usd,candidate_23,prob_23,vol_23_usd,candidate_24,prob_24,vol_24_usd,candidate_25,prob_25,vol_25_usd,candidate_26,prob_26,vol_26_usd,candidate_27,prob_27,vol_27_usd,candidate_28,prob_28,vol_28_usd,candidate_29,prob_29,vol_29_usd,candidate_30,prob_30,vol_30_usd,candidate_31,prob_31,vol_31_usd,candidate_32,prob_32,vol_32_usd,candidate_33,prob_33,vol_33_usd,candidate_34,prob_34,vol_34_usd
2026-07-01T14:05:13Z,45017,Michigan Democratic Senate Primary Winner,michigan-democratic-senate-primary-winner,2026-08-04T00:00:00Z,False,719887.67,719887.6734019998,213180.78662,74826.50179,9,11,Abdul El-Sayed,0.830,186084.32,Haley Stevens,0.166,63095.16,Mallory McMorrow,0.006,58427.6,Dana Nessel,0.001,47642.78,Rashida Tlaib,0.001,48645.77,Sarah Anthony,0.001,33007.75,Kristen McDonald Rivet,0.001,137874.68,Andy Levin,0.001,31025.79,Matt Sahr,0.001,114083.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,57176,Michigan Governor Election Winner,michigan-governor-winner-2026,2026-11-03T00:00:00Z,False,187467.76,187467.76073600003,39774.1555,16898.480619,3,10,the Democrats,0.835,43038.85,the Republicans,0.150,144106.92,an independent,0.025,321.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,57658,Michigan Senate Election Winner,michigan-senate-election-winner,2026-11-03T00:00:00Z,False,118350.72,118350.7152570001,9242.0709,14409.702336999999,3,10,the Democrats,0.715,83824.51,the Republicans,0.275,34526.21,a candidate not listed above,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,191508,MI-11 House Election Winner,mi-11-house-election-winner,2026-11-03T00:00:00Z,False,65888.99,65888.98949599997,40824.92043,3545.060238,8,0,the Democratic Party,0.931,45378.82,the Republican Party,0.006,20510.17,another party,,0.0,B,,0.0,D,,0.0,A,,0.0,C,,0.0,E,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,191504,MI-02 House Election Winner,mi-02-house-election-winner,2026-11-03T00:00:00Z,False,51132.15,51132.15239700001,35339.82942,3605.214097,8,0,the Republican Party,0.978,21834.57,the Democratic Party,0.007,29297.58,another party,,0.0,B,,0.0,D,,0.0,A,,0.0,C,,0.0,E,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,226227,MI-10 Democratic Primary Winner,mi-10-democratic-primary-winner-185,2026-08-04T00:00:00Z,False,49874.52,49874.515704,38192.93229,5556.359336999999,5,26,Christina Hines,0.465,5607.52,Eric Chung,0.400,5272.92,Tim Greimel,0.145,32450.2,Tripp Adams,0.002,3505.43,Brian Jaye,0.002,3038.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,101860,Michigan Governor Republican Primary Winner,michigan-governor-republican-primary-winner,2026-08-04T00:00:00Z,False,46723.71,46723.709719,142324.21211,4205.450087,34,1,John James,0.825,14572.52,Perry Johnson,0.090,13467.66,Mike Cox,0.043,5560.66,Aric Nesbitt,0.002,2312.61,Anthony Hudson,0.002,1770.04,Tom Leonard,0.002,1746.41,William Null,0.002,1284.09,Karla Wagner,0.002,1512.47,Evan Space,0.002,1837.13,Joyce Gipson,0.002,1157.47,Ralph Rebandt,0.001,1502.65,Candidate D,,0.0,Candidate F,,0.0,Candidate H,,0.0,Candidate J,,0.0,Candidate L,,0.0,Candidate N,,0.0,Candidate P,,0.0,Candidate R,,0.0,Candidate T,,0.0,Candidate V,,0.0,Candidate X,,0.0,Candidate Z,,0.0,Candidate E,,0.0,Candidate G,,0.0,Candidate I,,0.0,Candidate K,,0.0,Candidate M,,0.0,Candidate O,,0.0,Candidate Q,,0.0,Candidate S,,0.0,Candidate U,,0.0,Candidate W,,0.0,Candidate Y,,0.0
2026-07-01T14:05:13Z,191510,MI-13 House Election Winner,mi-13-house-election-winner,2026-11-03T00:00:00Z,False,38765.28,38765.282606999994,45824.34268,3401.481901,8,0,the Democratic Party,0.944,24262.18,the Republican Party,0.059,14503.11,A,,0.0,C,,0.0,E,,0.0,another party,,0.0,B,,0.0,D,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,112102,MI-13 Democratic Primary Winner,mi-13-democratic-primary-winner,2026-08-04T00:00:00Z,False,35406.12,35406.11716199999,61140.56895,5303.578207,6,26,Donavan McKinney,0.760,26819.96,Shri Thanedar,0.240,5675.32,Shelby Campbell,0.001,840.3,Anthony Carbonaro,0.001,1232.38,Nazmul Hassan,0.001,838.15,another person,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T14:05:13Z,191506,MI-06 House Election Winner,mi-06-house-election-winner,2026-11-03T00:00:00Z,False,34855.4,34855.399577,58011.60526,3606.4890290000003,8,0,the Democratic Party,0.935,16919.56,the Republican Party,0.038,17935.84,A,,0.0,C,,0.0,E,,0.0,another party,,0.0,B,,0.0,D,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
